dmr_variable,form_name,cohort,visit,clinical_variable
ReflexOthrTxt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexOthrTxt,NeurologicalExam,at-home-pd,12 months,NA
ReflexOthrTxt,NeurologicalExam,at-home-pd,24 months,NA
ReflexOthrTxt,NeurologicalExam,at-home-pd,36 months,NA
ReflexOthrTxt,NeurologicalExam,super-pd,Baseline,NA
ReflexOthrTxt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexOthrTxt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervGagRflxFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervGagRflxFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervGagRflxFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervGagRflxFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervGagRflxFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervGagRflxFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervGagRflxFind,NeurologicalExam,super-pd,Physician_OFF,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,at-home-pd,Baseline,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,at-home-pd,12 months,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,at-home-pd,24 months,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,at-home-pd,36 months,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,super-pd,Baseline,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,super-pd,Physician_ON,NA
NeuroExamAbnrmlFindDocumntd,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervDiscPallorFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervDiscPallorFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervDiscPallorFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervDiscPallorFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervDiscPallorFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervDiscPallorFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervDiscPallorFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthBicepsLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervTongueWeakFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervTongueWeakFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervTongueWeakFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervTongueWeakFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervTongueWeakFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervTongueWeakFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervTongueWeakFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthInterosRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntBallismusLoc,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntBallismusLoc,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntBallismusLoc,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntBallismusLoc,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntBallismusLoc,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntBallismusLoc,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntBallismusLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthDeltoidRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthTricepsRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthFlexCarpiRadLtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
Gait,NeurologicalExam,at-home-pd,Baseline,NA
Gait,NeurologicalExam,at-home-pd,12 months,NA
Gait,NeurologicalExam,at-home-pd,24 months,NA
Gait,NeurologicalExam,at-home-pd,36 months,NA
Gait,NeurologicalExam,super-pd,Baseline,NA
Gait,NeurologicalExam,super-pd,Physician_ON,NA
Gait,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervPtosisLocFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervPtosisLocFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervPtosisLocFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervPtosisLocFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervPtosisLocFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervPtosisLocFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervPtosisLocFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthExtCarpiRadLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBicepsRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBicepsRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexBicepsRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexBicepsRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexBicepsRtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexBicepsRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBicepsRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthHamstringRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationDistlLegLftFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationDistlLegLftFind,NeurologicalExam,at-home-pd,12 months,NA
SensationDistlLegLftFind,NeurologicalExam,at-home-pd,24 months,NA
SensationDistlLegLftFind,NeurologicalExam,at-home-pd,36 months,NA
SensationDistlLegLftFind,NeurologicalExam,super-pd,Baseline,NA
SensationDistlLegLftFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationDistlLegLftFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthTricepsLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntSaccadesFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthExtCarpiRadRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervPalatalElevatnFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervPalatalElevatnFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervPalatalElevatnFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervPalatalElevatnFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervPalatalElevatnFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervPalatalElevatnFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervPalatalElevatnFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexAchillesRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexAchillesRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexAchillesRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexAchillesRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexAchillesRtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexAchillesRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexAchillesRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervFaclStrngthRt,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervFaclStrngthRt,NeurologicalExam,at-home-pd,12 months,NA
CranlNervFaclStrngthRt,NeurologicalExam,at-home-pd,24 months,NA
CranlNervFaclStrngthRt,NeurologicalExam,at-home-pd,36 months,NA
CranlNervFaclStrngthRt,NeurologicalExam,super-pd,Baseline,NA
CranlNervFaclStrngthRt,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervFaclStrngthRt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationProxmlLegLftFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationProxmlLegLftFind,NeurologicalExam,at-home-pd,12 months,NA
SensationProxmlLegLftFind,NeurologicalExam,at-home-pd,24 months,NA
SensationProxmlLegLftFind,NeurologicalExam,at-home-pd,36 months,NA
SensationProxmlLegLftFind,NeurologicalExam,super-pd,Baseline,NA
SensationProxmlLegLftFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationProxmlLegLftFind,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthQuadcpsLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthFlexCarpiRadRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervVisualFieldsFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervVisualFieldsFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervVisualFieldsFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervVisualFieldsFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervVisualFieldsFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervVisualFieldsFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervVisualFieldsFind,NeurologicalExam,super-pd,Physician_OFF,NA
InclusnXclusnCntrlInd,NeurologicalExam,at-home-pd,Baseline,NA
InclusnXclusnCntrlInd,NeurologicalExam,at-home-pd,12 months,NA
InclusnXclusnCntrlInd,NeurologicalExam,at-home-pd,24 months,NA
InclusnXclusnCntrlInd,NeurologicalExam,at-home-pd,36 months,NA
InclusnXclusnCntrlInd,NeurologicalExam,super-pd,Baseline,cohort
InclusnXclusnCntrlInd,NeurologicalExam,super-pd,Physician_ON,NA
InclusnXclusnCntrlInd,NeurologicalExam,super-pd,Physician_OFF,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,at-home-pd,Baseline,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,at-home-pd,12 months,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,at-home-pd,24 months,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,at-home-pd,36 months,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,super-pd,Baseline,pd_year
AgeDiagnosRemaindrMonths,NeurologicalExam,super-pd,Physician_ON,NA
AgeDiagnosRemaindrMonths,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervCentralScotomaLoc,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervCentralScotomaLoc,NeurologicalExam,at-home-pd,12 months,NA
CranlNervCentralScotomaLoc,NeurologicalExam,at-home-pd,24 months,NA
CranlNervCentralScotomaLoc,NeurologicalExam,at-home-pd,36 months,NA
CranlNervCentralScotomaLoc,NeurologicalExam,super-pd,Baseline,NA
CranlNervCentralScotomaLoc,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervCentralScotomaLoc,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervEyeMovmntMedialFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexTricepsRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexTricepsRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexTricepsRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexTricepsRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexTricepsRtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexTricepsRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexTricepsRtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthExamFind,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthExamFind,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthExamFind,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthExamFind,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthExamFind,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthExamFind,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthExamFind,NeurologicalExam,super-pd,Physician_OFF,NA
MentlStatExamFind,NeurologicalExam,at-home-pd,Baseline,NA
MentlStatExamFind,NeurologicalExam,at-home-pd,12 months,NA
MentlStatExamFind,NeurologicalExam,at-home-pd,24 months,NA
MentlStatExamFind,NeurologicalExam,at-home-pd,36 months,NA
MentlStatExamFind,NeurologicalExam,super-pd,Baseline,NA
MentlStatExamFind,NeurologicalExam,super-pd,Physician_ON,NA
MentlStatExamFind,NeurologicalExam,super-pd,Physician_OFF,NA
SensationDistlArmRtFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationDistlArmRtFind,NeurologicalExam,at-home-pd,12 months,NA
SensationDistlArmRtFind,NeurologicalExam,at-home-pd,24 months,NA
SensationDistlArmRtFind,NeurologicalExam,at-home-pd,36 months,NA
SensationDistlArmRtFind,NeurologicalExam,super-pd,Baseline,NA
SensationDistlArmRtFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationDistlArmRtFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexAchillesLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexAchillesLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexAchillesLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexAchillesLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexAchillesLftAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexAchillesLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexAchillesLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationStockingGloveFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationStockingGloveFind,NeurologicalExam,at-home-pd,12 months,NA
SensationStockingGloveFind,NeurologicalExam,at-home-pd,24 months,NA
SensationStockingGloveFind,NeurologicalExam,at-home-pd,36 months,NA
SensationStockingGloveFind,NeurologicalExam,super-pd,Baseline,NA
SensationStockingGloveFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationStockingGloveFind,NeurologicalExam,super-pd,Physician_OFF,NA
CranlNervHearingFind,NeurologicalExam,at-home-pd,Baseline,NA
CranlNervHearingFind,NeurologicalExam,at-home-pd,12 months,NA
CranlNervHearingFind,NeurologicalExam,at-home-pd,24 months,NA
CranlNervHearingFind,NeurologicalExam,at-home-pd,36 months,NA
CranlNervHearingFind,NeurologicalExam,super-pd,Baseline,NA
CranlNervHearingFind,NeurologicalExam,super-pd,Physician_ON,NA
CranlNervHearingFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBicepsLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBicepsLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexBicepsLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexBicepsLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexBicepsLftAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexBicepsLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBicepsLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,at-home-pd,Baseline,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,at-home-pd,12 months,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,at-home-pd,24 months,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,at-home-pd,36 months,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,super-pd,Baseline,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,super-pd,Physician_ON,NA
MentlStatExamMoodAbnrmlyTxt,NeurologicalExam,super-pd,Physician_OFF,NA
SensationProxmlLegRtFind,NeurologicalExam,at-home-pd,Baseline,NA
SensationProxmlLegRtFind,NeurologicalExam,at-home-pd,12 months,NA
SensationProxmlLegRtFind,NeurologicalExam,at-home-pd,24 months,NA
SensationProxmlLegRtFind,NeurologicalExam,at-home-pd,36 months,NA
SensationProxmlLegRtFind,NeurologicalExam,super-pd,Baseline,NA
SensationProxmlLegRtFind,NeurologicalExam,super-pd,Physician_ON,NA
SensationProxmlLegRtFind,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBabinskyLoc,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBabinskyLoc,NeurologicalExam,at-home-pd,12 months,NA
ReflexBabinskyLoc,NeurologicalExam,at-home-pd,24 months,NA
ReflexBabinskyLoc,NeurologicalExam,at-home-pd,36 months,NA
ReflexBabinskyLoc,NeurologicalExam,super-pd,Baseline,NA
ReflexBabinskyLoc,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBabinskyLoc,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexBrachioradLtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexBrachioradLtAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexBrachioradLtAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexBrachioradLtAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexBrachioradLtAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexBrachioradLtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexBrachioradLtAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthTblAnterLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
OthrMovmntInd,NeurologicalExam,at-home-pd,Baseline,NA
OthrMovmntInd,NeurologicalExam,at-home-pd,12 months,NA
OthrMovmntInd,NeurologicalExam,at-home-pd,24 months,NA
OthrMovmntInd,NeurologicalExam,at-home-pd,36 months,NA
OthrMovmntInd,NeurologicalExam,super-pd,Baseline,NA
OthrMovmntInd,NeurologicalExam,super-pd,Physician_ON,NA
OthrMovmntInd,NeurologicalExam,super-pd,Physician_OFF,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,at-home-pd,Baseline,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,at-home-pd,12 months,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,at-home-pd,24 months,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,at-home-pd,36 months,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,super-pd,Baseline,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,super-pd,Physician_ON,NA
MentlStatExamCogAbnrmlyTxt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexTricepsLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
ReflexTricepsLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
ReflexTricepsLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
ReflexTricepsLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
ReflexTricepsLftAssmt,NeurologicalExam,super-pd,Baseline,NA
ReflexTricepsLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
ReflexTricepsLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,super-pd,Physician_ON,NA
MotorStrgthGastrocnmusLftAssmt,NeurologicalExam,super-pd,Physician_OFF,NA
ReflexInd,NeurologicalExam,at-home-pd,Baseline,NA
ReflexInd,NeurologicalExam,at-home-pd,12 months,NA
ReflexInd,NeurologicalExam,at-home-pd,24 months,NA
ReflexInd,NeurologicalExam,at-home-pd,36 months,NA
ReflexInd,NeurologicalExam,super-pd,Baseline,NA
ReflexInd,NeurologicalExam,super-pd,Physician_ON,NA
ReflexInd,NeurologicalExam,super-pd,Physician_OFF,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,at-home-pd,Baseline,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,at-home-pd,12 months,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,at-home-pd,24 months,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,at-home-pd,36 months,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,super-pd,Baseline,NA
MotorStrgthlliopsoasRtAssmt,NeurologicalExam,super-pd,Physician_ON,NA
