field_name,form_name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,Item Response OID,Element OID,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status,CAT OID,Form Item OID
RaceExpndCatPDBP,Demographics,Race expanded category,Unique Data Element,1.1,Category of race(s) or region(s) the participant/subject most closely identifies with,Category of race(s) or region(s) the participant/subject most closely identifies with,Alphanumeric,1000,Free-Form Entry,NA,NA,"African - Black (i.e., south of the Sahara);African - North (i.e., Sahara or north of the Sahara: e.g., Algeria, Egypt, Morocco, Tunisia, etc.);American - Black (i.e., people of African descent whose area of origin is within the Americas: e.g., Canada, Caribbean, Brazil, US, etc.);American Indian/Alaska Native;Asian - East (i.e., China, Japan, Korea, etc.);Asian - West (i.e., Bangladesh, India, Iran, Iraq, Pakistan, etc.);Caucasian (e.g., British Isles, Germany, Peninsular Spain, Latin America, France, Italy, Ireland, Sweden, etc.);Native Hawaiian or other Pacific Islander;Other, specify;Unknown or not reported","African - Black (i.e., south of the Sahara);African - North (i.e., Sahara or north of the Sahara: e.g., Algeria, Egypt, Morocco, Tunisia, etc.);American - Black (i.e., people of African descent whose area of origin is within the Americas: e.g., Canada, Caribbean, Brazil, US, etc.);American Indian/Alaska Native;Asian - East (i.e., China, Japan, Korea, etc.);Asian - West (i.e., Bangladesh, India, Iran, Iraq, Pakistan, etc.);Caucasian (e.g., British Isles, Germany, Peninsular Spain, Latin America, France, Italy, Ireland, Sweden, etc.);Native Hawaiian or other Pacific Islander;Other, specify;Unknown or not reported",1;2;3;4;5;6;7;8;9;999,NA,NA,NA,X those with which you identify. Choose all those with which the participant/subject identifies.,"PDBP variable for race category. CDISC variables: DM=Demographics, SUPPDM= SUPPQUAL for Demographics, SC=Subject Characteristics,  RACE, RACE, when more than one selected, RACE=MULTIPLE and individual responses are RACE1, RACE2, RACEn, QNAM=RACEOR in SUPPDM, QNAM=RACEOTH in SUPPDM. in SUPPDM. For more information, refer to https://wiki.cdisc.org/pages/viewpage.action?pageId=32815150",NA,CDISC,NA,Adult and Pediatric,NA,NA,Participant/Subject Characteristics.Demographics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NIH/NINDS,NA,NA,NA,NA,NIH/NINDS,NA,NA,2014-04-09,2020-02-05,Published,NA,NA
RandomizedDateTime,InformedConsent,Randomized date and time,Common Data Element,1,"Date (and time, if applicable and known) the participant/subject is randomly assigned (i.e., by chance not choice) to an intervention/treatment group or control group.","Date (and time, if applicable and known) the participant/subject is randomly assigned (i.e., by chance not choice) to an intervention/treatment group or control group.",Date or Date & Time,NA,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL:
Record the date(and time) the participant/subject is randomized to a treatment or control group. The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.) and in the format acceptable to the study database. This CDE should only be included on the CRF if the study is a randomized clinical trial. Otherwise, it can be removed.","Data Sharing Instructions: When date/time data are prepared for aggregation or sharing they should be converted to the format specified by ISO 8601, YYYY-MM-DDThh:mm:ss.",Date Randomized,NA,"GENERAL:
No references available",Adult and Pediatric,"Protocol Experience.Participant/Subject Identification, Eligibility, and Enrollment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Randomized date and time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
RandomizedInd,InformedConsent,Randomized indicator,Common Data Element,1,"Indicator of whether the participant/subject was randomly assigned (i.e., by chance not choice) to an intervention/treatment group or control group.","Indicator of whether the participant/subject was randomly assigned (i.e., by chance not choice) to an intervention/treatment group or control group",Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,No;Not applicable;Yes,No;Not applicable;Yes,0;777;1,NA,NA,NA,"GENERAL:
Choose one.  If YES, record the date randomized. This CDE should only be on the CRF if the study is a randomized clinical trial. Otherwise, it can be removed.",NA,Was the participant/subject randomized?,NA,"GENERAL:
No references available",Adult and Pediatric,"Protocol Experience.Participant/Subject Identification, Eligibility, and Enrollment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Randomized indicator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexAchillesLftAssmt,NeurologicalExam,Reflexes Achilles left assessment,Unique Data Element,1,Reflexes Achilles left assessment,Reflexes Achilles left assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8j) Achilles (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexAchillesRtAssmt,NeurologicalExam,Reflexes Achilles right assessment,Unique Data Element,1,Reflexes Achilles right assessment,Reflexes Achilles right assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8i) Achilles (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBabinskyInd,NeurologicalExam,Reflexes Babinsky indicator,Unique Data Element,1,Reflexes Babinsky indicator,Reflexes Babinsky indicator,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Not present;Present;Unknown,Not present;Present;Unknown,0;1;999,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8k) Babinsky present,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBabinskyLoc,NeurologicalExam,Reflexes Babinsky location,Unique Data Element,1,Reflexes Babinsky location,Reflexes Babinsky location,Alphanumeric,4000,Free-Form Entry,NA,NA,Left;Right,Left;Right,;,NA,NA,NA,Select all that apply,PDBD Neurolocial Examination Form,8k-i) Babinsky,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBicepsLftAssmt,NeurologicalExam,Reflexes biceps left assessment,Unique Data Element,1,Reflexes Biceps left assessment,Reflexes Biceps left assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8b) Biceps (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBicepsRtAssmt,NeurologicalExam,Reflexes biceps right assessment,Unique Data Element,1,Reflexes Biceps right assessment,Reflexes Biceps right assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8a) Biceps (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBrachioradLtAssmt,NeurologicalExam,Reflexes brachioradialis left assessment,Unique Data Element,1,Reflexes Brachioradialis left assessment,Reflexes Brachioradialis left assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8f) Brachioradialis (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexBrachioradRtAssmt,NeurologicalExam,Reflexes brachioradialis right assessment,Unique Data Element,1,Reflexes Brachioradialis right assessment,Reflexes Brachioradialis right assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8e) Brachioradialis (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexInd,NeurologicalExam,Reflexes indicator,Unique Data Element,1,Reflexes indicator,Reflexes indicator,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Abnormal;Normal;Not assessed,Abnormal;Normal;Not assessed,10;20;222,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8) Reflexes,NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexOthrTxt,NeurologicalExam,Reflexes other text,Unique Data Element,1,Text descriptor of other reflexes tested and the result.,Text descriptor of other reflexes tested and the result.,Alphanumeric,4000,Free-Form Entry,NA,NA,NA,NA,NA,NA,NA,NA,Describe other reflexes tested and the result.,PDBD Neurolocial Examination Form,"8i) Other, e.g., grasp, snout, suck, palmomental, etc.",NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexPatellarLftAssmt,NeurologicalExam,Reflexes patellar left assessment,Unique Data Element,1,Reflexes Patellar left assessment,Reflexes Patellar left assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8h) Patellar (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexPatellarRtAssmt,NeurologicalExam,Reflexes patellar right assessment,Unique Data Element,1,Reflexes Patellar right assessment,Reflexes Patellar right assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,6g) Patellar (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexTricepsLftAssmt,NeurologicalExam,Reflexes triceps left assessment,Unique Data Element,1,Reflexes Triceps left assessment,Reflexes Triceps left assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8d) Triceps (L),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReflexTricepsRtAssmt,NeurologicalExam,Reflexes triceps right assessment,Unique Data Element,1,Reflexes Triceps right assessment,Reflexes Triceps right assessment,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,0;1+;2+;3+;4+,No response;Low normal;Normal;Brisk;Very brisk with clonus,0;1;20;2;3,NA,NA,NA,Select one.,PDBD Neurolocial Examination Form,8c) Triceps (R),NA,NA,Adult and Pediatric,Assessments and Examinations.Physical/Neurological Examination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
ReporterTyp,MayoSleepQuestionnaire,Reporter type,Unique Data Element,1,Who was interviewed for this questionnaire,Who was interviewed for this questionnaire,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Informant;Subject served as informant,Informant;Subject served as informant,3;1,NA,NA,NA,NA,NA,NA,NA,No references available,Adult and Pediatric,"Protocol Experience.Participant/Subject Identification, Eligibility, and Enrollment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
RespRate,Vital Signs,Respiratory rate,Common Data Element,1.1,Rate of the participant/subject's breathing (inhalation and exhalation).,Rate of the participant/subject's breathing (inhalation and exhalation).,Numeric Values,NA,Free-Form Entry,0,150,NA,NA,NA,NA,NA,Breaths per minute,"ALS/DMD/EPILEPSY/FA/GENERAL/HEADACHE/MG/MS/NMD/SMA/STROKE: Record the respiratory rate of the participant/subject in breaths per minute.
NMD/SMA:Respiratory Support/Assisted Ventilation Devices
MS/TBI: Add date stamp for when assessed. Hypoxia, hypercapnia, and hypocapnia have all been associated with poor outcome.",NA,Respiratory rate,TRACK_TBI,"ALS/DMD/EPILEPSY/FA/GENERAL/HEADACHE/MG/NMD/SMA/STROKE/: No references available
MS/TBI: Davis, DP. Early ventilation in traumatic brain injury. Resuscitation. Mar 2008;76(3):333-340. Guidelines for the management of severe traumatic brain injury. XIV. Hyperventilation. J Neurotrauma. 2008;25:276-8.  Murray GD, Butcher I, McHugh GS, et al. Multivariable prognostic analysis in traumatic brain injury: results from the IMPACT study. J Neurotrauma. Feb 2007;24(2):329-337.",Adult and Pediatric,Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures,NA,Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures,NA,Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures;Treatment/Intervention Data.Therapies,Assessments and Examinations.Vital Signs and Other Body Measures;Treatment/Intervention Data.Therapies,Treatment/Intervention Data.Therapies;Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures,NA,NA,Assessments and Examinations.Vital Signs and Other Body Measures,Assessments and Examinations.Vital Signs and Other Body Measures,Supplemental,Supplemental,Supplemental,Supplemental,Supplemental,NA,Core,Core,Core,NA,Supplemental,Supplemental,Supplemental,Supplemental,Supplemental,NA,NA,Supplemental,Supplemental,Respiratory rate,NA,NA,NIH/CIT/BRICS,Olga Vovk,olga.vovk@nih.gov,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2015-10-14,Published,NA,NA
RteFtToeTppngScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - right foot toe tap score,Common Data Element,1.1,"Score for the participant's/subject's ability to tap the right foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to tap the right foot toes evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No problem;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions, or hesitations of the tapping movement, b) slight slowing| c) amplitude decrements near the end of the ten taps;Mild: Any of the following: a) 3 to 5 interruptions during the tapping movements, b) mild slowing, c) amplitude decrements midway in the task;Moderate: Any of the following: a) more than 5 interruptions during the tapping movements or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing, c) amplitude decrements after the first tap;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Have the patient sit in a straight-backed chair with arms, both feet on the floor. Test each foot separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.",MDS UPDRS Q3.7a.  CDISC variables  QSORRES  for QSTESTCD=UPD2307A,TOE TAPPING,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q3.7a,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
